Id,Sex,AvgRank,AvgTime,YearsSinceLast,YearsOfParticipation,LatestAge
3801,1,1151.0,17525.0,13,1,28
3194,1,325.0,13293.0,13,1,31
28690,1,44.0,10959.0,1,1,30
5091,1,676.0,14816.0,11,2,49
3151,0,1402.0,21435.0,13,1,29
18539,1,329.0,12452.0,5,1,32
3734,1,203.0,12645.0,13,1,31
22538,1,929.0,14309.0,4,1,25
16651,1,2396.0,18745.3333333,1,3,50
13759,0,2226.0,18635.0,7,1,40
30160,1,1274.0,15597.0,1,1,45
14268,1,2427.0,19707.0,7,1,34
15497,0,2149.0,18347.0,6,1,32
3990,1,1614.33333333,16719.8333333,1,12,42
12683,0,1847.0,17506.0,8,1,47
6885,1,100.0,11767.0,11,1,27
9831,1,542.0,14242.0,9,1,31
24271,1,746.0,14476.0,2,1,35
30210,0,1594.0,16390.0,1,1,25
19278,0,1356.0,14932.0,5,1,28
4877,1,1112.83333333,15578.6666667,4,6,50
9720,0,1317.0,16772.0,9,1,28
12116,0,1160.5,14935.5,5,2,33
14305,1,1662.0,16662.0,7,1,28
14200,1,2330.0,19195.0,7,1,23
6096,0,513.0,14124.0,11,1,34
18408,0,3193.0,19978.0,5,1,31
4275,1,1183.0,17710.0,13,1,35
22163,1,1017.0,14475.0,4,1,28
14226,1,2498.5,18485.75,4,4,42
19929,1,2637.0,17864.0,5,1,43
5101,0,1267.0,17513.0,12,1,28
15249,0,3017.5,22079.0,5,2,55
27932,0,1937.0,17203.0,2,1,47
18447,0,465.0,12885.0,5,1,38
11728,1,2507.0,21323.0,8,1,45
9777,1,312.666666667,12892.3333333,7,3,52
3501,1,1054.0,16622.5,12,2,33
17219,1,645.0,14222.0,6,1,50
19579,0,3217.0,20127.0,5,1,47
17556,1,2355.0,17077.0,5,1,40
13091,0,2367.0,19559.0,6,2,48
5227,0,1704.0,21536.0,12,1,24
18492,1,1655.0,15584.0,5,1,32
15441,1,567.0,14028.0,6,1,40
21293,1,3285.0,20733.0,2,2,34
7275,1,1086.75,15963.0,7,4,43
6849,0,269.0,13016.0,11,1,36
27741,1,796.0,14600.0,2,1,30
20092,1,1253.5,14789.5,4,2,53
4496,1,1624.0,18547.0,10,2,30
9414,1,439.0,13899.0,9,1,31
16766,1,87.0,11621.0,6,1,32
5864,0,811.0,15468.0,12,1,27
4092,0,628.0,14654.0,13,1,45
29076,0,2597.0,21871.0,1,1,25
12644,0,1608.0,16742.0,8,1,40
15175,0,495.0,13356.0,7,1,35
19490,1,3078.0,19399.0,5,1,50
17780,0,1955.0,16201.0,5,1,29
27845,1,338.0,12326.5,1,2,26
12872,1,2207.0,18948.0,8,1,45
16521,0,1881.0,17542.0,6,1,33
26588,1,1536.0,16320.0,2,1,29
26853,1,2093.0,17537.0,2,1,51
5648,1,152.0,12536.0,12,1,44
4607,1,771.5,14167.75,4,8,53
19967,1,3541.5,21787.5,4,2,37
3582,1,603.0,14562.0,13,1,40
27469,1,3062.0,20503.0,2,1,34
13147,0,1490.0,16336.0,8,1,37
17207,1,1999.0,17862.0,6,1,53
7247,1,1894.0,19014.0,10,1,40
19377,1,1408.0,15053.0,5,1,30
5113,1,267.0,13329.0,12,1,41
29921,1,165.0,12258.0,1,1,35
10173,1,33.0,10901.0,7,2,28
22044,1,1496.0,15458.0,4,1,21
30227,1,2402.0,19847.0,1,1,75
9445,0,2147.0,20442.0,9,1,48
4006,0,935.0,16097.0,13,1,33
29943,0,2150.0,18481.0,1,1,35
8196,0,1678.0,17855.0,10,1,37
29565,1,2083.0,18096.0,1,1,35
29347,1,492.0,13446.0,1,1,40
6449,1,266.0,12995.0,11,1,30
22453,1,733.0,13868.0,4,1,29
11913,0,978.0,14901.0,8,1,30
28133,1,4.0,9250.0,2,1,32
20186,1,1654.0,15707.0,4,1,27
26624,0,1100.0,15358.0,2,1,41
15334,1,451.5,13412.5,6,2,23
17808,1,1948.0,16191.0,5,1,50
7102,1,62.0,11353.0,11,1,40
6201,1,292.0,13162.0,11,1,43
11682,0,1179.0,15486.0,8,1,32
26102,1,2544.0,18802.0,2,1,25
4504,0,1661.0,20831.0,12,1,38
13609,1,1123.0,15181.0,7,1,33
26274,1,532.0,13889.0,2,1,29
6236,0,1619.75,17398.5,7,4,31
18863,0,3278.0,20572.0,5,1,20
19452,0,2222.5,16817.5,4,2,38
4138,1,1423.0,22283.0,13,1,33
29045,0,1002.0,14827.0,1,1,40
18600,0,1689.0,15641.0,5,1,31
7039,1,506.0,14112.0,11,1,37
6153,1,1826.6,18207.6,7,5,47
9630,0,19.0,10269.0,9,1,35
10289,1,1121.5,15214.0,4,4,50
4539,1,962.0,16154.0,12,1,30
26196,1,2630.0,19123.0,2,1,50
30123,1,705.0,14057.0,1,1,45
13003,0,1981.0,17926.0,8,1,38
6097,1,602.0,14395.0,11,1,61
26436,1,2801.0,19647.0,2,1,60
29982,1,49.0,11068.0,1,1,30
21772,1,1794.0,15985.0,4,1,41
9146,0,944.0,15242.0,10,1,51
4600,1,1441.0,18629.0,12,1,57
15718,1,2295.0,19001.0,6,1,29
5961,0,1678.0,21564.0,11,1,36
18851,1,187.0,11812.0,5,1,29
24961,1,1935.0,17200.0,2,1,45
11671,0,2604.0,23029.0,8,1,53
15572,0,1540.0,16617.0,6,1,35
26678,1,305.0,13127.0,2,1,34
27488,1,3414.0,22565.0,2,1,70
94,1,1330.16666667,15539.8333333,1,6,45
22587,0,3041.0,18814.0,4,1,40
21738,1,2486.0,17431.0,4,1,35
6915,0,1435.0,18399.0,11,1,49
5846,0,1172.0,17084.0,12,1,31
29833,0,364.0,13080.0,1,1,40
5828,1,1341.66666667,17271.0,10,3,68
12381,1,1160.0,14934.5,5,2,30
9683,1,664.0,14702.0,9,1,37
28990,0,2398.0,19834.0,1,1,55
11922,1,131.0,11793.0,8,1,39
28203,1,1867.0,17038.0,2,1,26
30275,1,1976.0,17711.0,1,1,40
14736,1,2379.0,18092.4,2,5,53
10965,1,156.0,12546.0,9,1,39
4763,1,525.0,14326.0,12,1,44
27167,0,783.0,14397.0,1,2,43
21575,0,1065.0,14607.0,4,1,38
14435,0,2290.0,18967.0,7,1,47
29140,1,203.0,12459.0,1,1,35
7783,1,706.0,14036.0,4,2,42
20091,0,3420.0,21994.0,5,1,24
20046,0,3328.0,20968.0,5,1,39
10473,1,1932.0,17263.6666667,4,3,38
17191,1,44.0,10938.0,6,1,40
16360,0,3073.25,20348.5,2,4,35
27476,0,210.0,12673.0,2,1,32
6858,0,418.0,13768.0,11,1,29
21642,1,1904.0,16170.0,4,1,21
18983,1,2380.0,17133.0,5,1,54
9403,0,289.0,13289.0,9,1,28
9057,0,1215.0,16323.0,9,2,30
24821,1,351.0,13327.0,2,1,40
21467,0,2744.0,18044.0,4,1,35
3372,1,81.0,11577.0,13,1,27
12437,1,1443.0,16192.0,8,1,34
3785,1,288.0,13153.0,13,1,29
14104,1,2899.75,20177.0,4,4,29
27459,1,2231.0,17890.0,2,1,33
21670,0,3710.0,21787.0,4,1,36
3637,1,586.0,13435.6666667,1,3,36
28789,0,2438.0,20157.0,1,1,50
8492,1,1922.0,19176.0,10,1,40
8724,1,478.0,13621.0,10,1,42
8321,0,554.0,13880.0,10,1,35
12018,1,538.0,13660.0,8,1,37
16275,1,2346.0,19226.0,6,1,26
4194,1,994.0,16475.0,13,1,31
8316,1,503.0,13708.0,10,1,51
3394,0,1979.33333333,18959.3333333,6,3,48
19974,1,2364.0,17107.0,5,1,75
19650,0,3270.0,20513.0,5,1,38
12692,1,1104.0,15284.0,8,1,24
1287,1,1912.0,17485.0,1,1,55
19637,1,2412.0,17210.0,5,1,34
27271,1,853.0,14771.0,2,1,39
29680,1,353.0,13061.0,1,1,40
14398,1,293.5,12865.5,6,2,45
5167,1,722.0,15127.0,12,1,24
26800,0,2802.0,19652.0,2,1,47
6731,1,534.0,13816.0,8,2,38
13001,1,1244.0,15697.0,8,1,47
15150,0,1160.0,15274.0,7,1,37
27181,0,2565.0,18881.0,2,1,40
28756,1,1167.0,15290.0,1,1,50
11555,0,1636.0,16838.0,8,1,27
1190,1,1012.0,16308.0,1,3,45
12349,0,1558.0,16555.0,8,1,29
14247,1,792.0,14197.0,7,1,39
12828,1,203.0,12337.0,8,1,21
20225,1,193.0,12105.0,4,1,39
10946,1,740.0,14535.0,8,2,42
4123,1,590.5,14630.0,12,2,30
11692,1,1896.0,17639.0,8,1,22
21746,0,3014.0,18728.0,4,1,25
20592,1,2543.0,17540.0,4,1,27
9372,1,169.0,12645.0,9,1,33
14681,1,680.0,13913.0,7,1,45
5570,0,1407.0,18368.0,12,1,28
29939,0,1905.0,17438.0,1,1,40
19130,0,1591.0,15402.0,5,1,24
18290,0,2729.0,18126.0,5,1,49
13547,1,788.0,14178.0,7,1,24
9562,1,2314.0,21928.0,9,1,29
10340,1,1958.0,19303.0,9,1,59
8861,1,1313.0,16506.0,10,1,44
9703,1,685.0,14407.0,7,2,37
8737,0,1342.0,16602.0,10,1,40
28512,1,2716.0,19371.0,2,1,35
11157,1,56.0,10971.0,8,1,22
20109,0,3048.0,19276.0,5,1,28
7201,0,1503.0,18927.0,11,1,57
7337,1,887.0,15036.0,10,1,35
3321,1,875.0,15826.0,13,1,29
8135,1,423.0,13406.0,10,1,27
24936,1,1093.0,15342.0,2,1,45
26328,0,2398.0,18331.0,2,1,28
9852,1,86.0,12023.0,9,1,39
21416,1,2699.0,17913.0,4,1,36
15999,1,619.0,14147.0,6,1,44
21734,1,2012.0,16397.0,4,1,36
13182,0,2066.2,17239.8,4,5,36
10263,0,2082.0,20034.0,9,1,32
18839,1,319.0,12422.0,5,1,54
6405,0,1010.0,16148.0,11,1,24
29129,1,2174.0,18667.0,1,1,45
17020,1,786.0,14589.0,6,1,56
29913,0,2580.0,21709.0,1,1,35
21395,1,23.0,10185.0,4,1,33
20502,0,3576.0,20916.0,4,1,43
20576,0,1772.0,15940.0,4,1,55
28901,0,123.0,11979.0,1,1,35
15097,1,1027.0,14946.0,7,1,37
12409,1,7.0,8609.0,8,1,30
19920,1,296.0,12353.0,5,1,44
7461,0,2441.0,25131.0,10,1,18
9304,1,476.0,14014.0,9,1,43
14579,0,2755.0,24431.0,7,1,59
20495,1,1214.0,14924.0,4,1,47
6788,1,50.0,11184.0,11,1,44
18247,1,528.0,13099.0,5,1,47
29108,1,2456.0,20270.0,1,1,50
11298,1,2175.0,18809.0,8,1,57
18183,0,3304.0,20036.5,4,2,46
12596,0,59.0,11007.0,8,1,26
27052,1,2805.0,19672.0,2,1,31
6053,1,446.0,13926.0,11,1,36
29110,0,1534.0,16245.0,1,1,45
7154,0,1609.0,20340.0,11,1,32
6388,1,244.0,12915.0,11,1,45
11660,1,944.0,14775.0,8,1,47
6340,0,751.0,15052.0,11,1,51
10319,1,1557.0,17521.0,9,1,36
13301,0,2107.0,18037.0,7,1,39
7724,0,2040.0,19898.0,10,1,34
3439,1,3.0,8167.0,12,2,36
18082,1,2168.0,16683.0,5,1,37
29235,0,2543.0,21161.0,1,1,30
19160,1,916.0,14007.0,5,1,30
30049,0,2550.0,21232.0,1,1,25
30130,1,2644.0,22468.0,1,1,30
14288,1,67.0,11237.0,7,1,33
30001,0,1980.0,17721.0,1,1,40
8602,1,222.0,12514.0,10,1,64
8756,1,874.0,14968.0,10,1,49
221,0,2755.0,24431.0,7,1,53
26136,1,2786.0,19594.0,2,1,52
25233,1,634.0,14161.0,2,1,48
17040,1,2737.5,19142.0,4,2,61
11776,1,1449.0,16208.0,8,1,48
30066,0,2017.0,17831.0,1,1,20
8995,1,276.0,12783.0,10,1,51
21917,1,580.0,13584.0,4,1,44
26735,1,3411.0,22535.0,2,1,37
9430,1,591.0,14402.0,9,1,39
28430,1,1133.0,15438.0,2,1,39
29876,1,2530.0,21014.0,1,1,40
15986,0,2462.0,19763.0,6,1,20
11126,1,379.0,13686.0,9,1,44
29444,0,1220.0,15454.0,1,1,30
5904,1,1238.0,17174.0,11,1,47
7116,1,1150.0,16744.0,11,1,44
9977,0,1413.0,17041.0,9,1,25
1918,0,2193.0,18780.0,1,1,40
17532,1,1016.0,14158.0,5,1,29
7488,0,2412.0,24002.0,10,1,31
16681,1,315.0,13154.0,6,1,35
7532,0,1110.0,15543.0,2,4,40
15574,1,1443.0,16371.0,6,1,41
10244,1,550.0,14272.0,9,1,28
5383,1,60.0,11525.0,12,1,26
6753,0,1221.0,16075.3333333,8,3,42
26585,1,2445.0,18492.0,2,1,54
29844,1,1940.0,17593.0,1,1,45
3539,0,1756.66666667,18224.0,7,3,41
13038,0,2139.0,18646.0,8,1,37
29462,1,1567.0,16325.0,1,1,45
15029,0,2298.0,18998.0,6,2,40
17238,1,851.0,14880.0,6,1,32
26516,0,1403.0,16076.0,2,1,36
8360,0,1079.0,15691.0,10,1,37
8980,0,1188.0,16058.0,10,1,37
7316,0,2212.0,21136.0,10,1,35
22089,1,706.0,13823.0,4,1,61
7684,0,1973.0,19156.3333333,7,3,34
16206,1,1670.0,16956.0,6,1,27
14543,0,1616.0,16562.0,7,1,28
10840,1,2320.0,21986.0,9,1,36
18550,1,1775.0,15814.0,5,1,38
16,1,1239.6,15313.6,1,5,45
30410,0,1640.0,16521.0,1,1,25
13222,1,1204.0,15576.0,8,1,39
16020,0,2730.0,21745.0,6,1,59
17475,1,2331.0,17027.0,5,1,44
18648,0,607.0,13324.0,5,1,37
6108,1,1638.0,20765.0,11,1,53
14238,0,1189.0,15358.0,7,1,28
11051,0,1763.0,18277.0,9,1,37
15829,1,137.0,12113.0,6,1,47
12821,0,2223.0,19038.0,8,1,26
1725,1,1996.0,17072.5,1,2,40
9052,1,2152.5,18424.0,2,2,42
26081,1,2076.0,17500.0,2,1,35
10475,1,1205.33333333,15868.3333333,6,3,54
483,0,1565.0,16321.0,1,2,45
264,1,1292.0,15637.0,1,1,45
18734,1,2720.0,18115.0,5,1,35
9085,1,903.0,15094.0,10,1,39
16505,1,217.0,12672.0,6,1,25
30144,1,422.0,13236.0,1,1,25
6603,1,509.5,13847.5,10,2,37
12811,1,95.6,11340.0,1,5,35
7173,1,356.5,13411.5,6,2,36
27809,0,2275.0,17988.0,2,1,31
14514,1,1625.0,16588.0,7,1,50
11602,1,2097.0,18436.0,8,1,41
14618,1,1547.0,16362.0,7,1,26
22482,1,1947.0,16260.0,4,1,35
11014,0,2474.0,24087.0,9,1,25
17912,1,2157.0,16664.0,5,1,51
14780,0,1534.0,16331.0,7,1,35
13143,1,2045.0,18209.0,8,1,60
20925,0,2067.0,16506.0,4,1,53
7351,1,1248.83333333,15486.8333333,4,6,41
9517,0,2466.0,23955.0,9,1,46
10598,0,1493.0,17271.0,9,1,31
4832,1,1055.0,15482.0,5,2,43
20709,1,2707.0,17958.0,4,1,39
28235,1,2772.0,19563.0,2,1,40
16719,0,969.0,15207.0,6,1,27
4413,1,476.0,13994.0,13,1,26
15197,1,1737.0,16847.0,7,1,45
14002,1,1676.0,16700.0,7,1,49
19550,1,193.0,11871.0,5,1,56
16803,1,2222.25,18314.5,1,4,45
7929,0,1506.0,17194.0,10,1,34
16956,1,62.0,11351.0,6,1,54
21043,0,3369.0,19886.0,4,1,44
17860,1,221.0,11965.0,5,1,50
28796,0,459.0,13344.0,1,1,35
16426,0,2802.0,22980.0,6,1,29
13057,0,1859.0,17540.0,8,1,33
22050,0,691.0,13793.0,4,1,38
11523,0,207.0,12355.0,8,1,25
5633,1,1832.8,17810.4,5,5,42
4321,1,508.5,13865.0,10,2,54
28258,0,1723.0,16715.0,2,1,28
28760,1,247.0,12716.0,1,1,35
26554,1,1066.0,15284.0,2,1,27
4122,1,959.0,16142.0,12,2,54
18752,1,2005.0,16870.5,2,2,35
12171,1,1177.0,15485.0,8,1,24
11372,0,2459.0,20866.0,8,1,25
20426,1,1087.0,14643.0,4,1,61
21843,0,3699.0,21708.0,4,1,31
8607,1,2249.0,21563.0,10,1,18
19566,1,830.0,13839.0,5,1,50
1243,1,2111.5,17804.5,1,2,58
19514,1,1199.33333333,14882.0,1,3,30
12996,1,354.0,13052.0,8,1,26
4088,0,1939.5,20202.0,7,2,59
8359,0,1837.0,18718.0,10,1,39
22485,1,424.0,13079.0,4,1,40
4094,1,468.5,14058.0,12,2,34
8907,0,2286.0,21900.0,10,1,47
26029,1,185.0,12580.0,2,1,42
16968,1,2684.0,21367.0,6,1,21
5837,0,315.0,13548.0,12,1,28
19908,0,1467.0,15167.0,5,1,30
3697,0,1362.0,20392.0,13,1,33
3534,0,457.0,13919.0,13,1,25
10899,0,1456.0,17156.0,9,1,26
6357,0,1357.0,17831.0,11,1,28
3412,1,66.0,11326.0,13,1,31
18958,1,1950.0,16193.0,5,1,52
27707,1,2568.0,18887.0,2,1,32
8983,0,1407.0,16818.0,10,1,28
22035,1,3593.0,21096.0,4,1,35
9832,1,1566.0,17555.0,9,1,25
9432,1,1125.0,16160.0,9,1,41
26684,1,2673.0,19259.0,2,1,50
7241,1,870.0,14953.0,10,1,56
27451,1,1465.0,16176.0,2,1,46
2550,0,1368.75,15343.5,1,4,35
29646,1,1184.0,15340.0,1,1,55
7560,0,738.0,14494.0,10,1,51
15399,1,1585.0,16730.0,6,1,53
10152,1,348.5,13249.0,8,2,49
29893,1,1674.0,16628.0,1,1,40
18900,1,2914.0,18693.0,5,1,59
7818,0,551.0,13872.0,10,1,30
13993,0,2625.0,21349.0,7,1,49
21410,0,1757.0,15921.0,4,1,40
29896,1,1424.0,15968.0,1,1,35
6739,0,451.0,13947.0,11,1,24
30089,0,2617.0,22115.0,1,1,40
22405,1,3203.0,19309.0,4,1,59
28691,1,453.0,13334.0,1,1,35
17178,1,2396.0,19437.0,6,1,33
21223,1,2141.0,16648.0,4,1,35
11109,0,536.0,14229.0,9,1,36
28805,0,1629.0,16485.0,1,1,15
8753,1,606.0,14033.0,10,1,50
21133,1,2163.0,16695.0,4,1,38
7779,1,2227.0,21312.0,10,1,22
29184,0,2154.0,18492.0,1,1,30
22198,0,2286.0,16968.0,4,1,32
1385,1,939.0,14618.2,1,5,50
27486,1,1427.0,15862.0,1,2,40
29217,1,1586.0,16371.0,1,1,50
27226,0,3227.0,21387.0,2,1,25
7099,1,1403.0,18130.0,11,1,41
9323,1,1489.0,16810.5,6,2,36
11378,1,1027.0,15075.0,8,1,29
26870,0,3050.0,20469.0,2,1,34
28580,1,229.0,12576.0,1,1,20
28561,1,1536.0,16320.0,2,1,31
12715,1,589.0,13786.0,8,1,51
19611,1,2735.0,18139.0,5,1,47
11201,1,156.666666667,11898.0,6,3,24
5089,1,839.0,15607.0,12,1,25
26406,1,1912.0,17148.0,2,1,22
16239,1,872.0,14933.0,6,1,36
28519,0,2079.0,17510.0,2,1,33
21618,1,2492.0,17438.0,4,1,44
5255,0,58.0,11488.0,12,1,32
30134,1,1925.0,17547.0,1,1,35
12010,1,693.0,14067.0,8,1,42
29512,0,1077.0,15049.0,1,1,35
10517,1,1705.0,18034.0,9,1,51
27879,1,707.0,14386.0,2,1,47
4707,1,591.0,14549.0,12,1,40
27401,0,2128.0,17615.0,2,1,32
20513,1,637.0,13693.0,4,1,36
20980,1,697.0,13802.0,4,1,35
29508,0,2661.0,22720.0,1,1,35
22559,1,1876.0,16107.0,4,1,42
29421,1,1386.0,15873.0,1,1,55
6285,1,202.0,12689.0,11,1,48
28586,1,1880.0,17354.0,1,1,35
9119,1,122.666666667,11792.6666667,5,3,44
5920,0,1562.0,19737.0,11,1,43
19286,0,949.0,14050.0,5,1,29
30385,1,2436.0,20140.0,1,1,12
16217,1,388.0,13515.0,6,1,28
11851,1,366.0,13089.0,8,1,40
9607,1,509.0,14131.0,9,1,30
16722,0,2831.0,23735.0,6,1,43
16767,1,172.0,12443.0,6,1,29
11497,1,784.0,14288.0,8,1,34
16283,0,2801.0,19328.0,4,2,38
12097,0,2077.0,18327.0,8,1,34
18078,0,2362.0,17104.0,5,1,27
29149,1,2096.0,18132.0,1,1,35
7067,0,543.0,14233.0,11,1,24
3949,1,755.0,15295.0,13,1,39
15670,1,1239.0,15880.0,6,1,49
15841,0,2477.0,19829.0,6,1,43
693,0,1137.0,15443.0,2,1,29
18757,1,1608.0,15458.0,5,1,66
9354,1,71.0,11894.0,9,1,37
3171,1,2012.0,19075.875,5,8,52
8708,1,1058.0,15597.0,10,1,43
4298,1,392.5,13445.0,10,2,47
13497,0,2469.0,19965.0,7,1,30
356,1,3197.5,20261.0,2,2,38
9433,1,381.333333333,12853.0,4,3,35
21529,1,71.0,11169.0,4,1,30
9916,1,1815.0,18582.0,9,1,39
17372,1,497.0,13831.0,6,1,37
20658,1,1643.0,15692.0,4,1,38
6703,1,1164.0,16836.0,11,1,39
15320,0,2637.0,21590.0,7,1,49
21630,1,3038.0,18811.0,4,1,39
10415,0,1338.0,16840.0,9,1,28
13527,0,2457.5,19833.5,6,2,37
15895,1,1222.0,15823.0,6,1,45
17231,1,1792.0,17262.0,6,1,33
30143,0,2269.0,19146.0,1,1,45
13267,1,1697.0,16761.0,7,1,40
5642,1,1169.0,17077.0,12,1,31
14756,1,476.0,13288.0,7,1,25
20388,1,461.0,13200.0,4,1,44
21280,1,20.0,10061.0,4,1,32
4946,0,1451.0,18708.0,12,1,35
23388,1,2347.0,18568.5,1,2,42
19640,1,3205.0,20044.0,5,1,34
8255,1,1753.0,18125.0,10,1,51
15974,0,2276.0,18926.0,6,1,40
8870,0,1464.0,17021.0,10,1,35
21361,1,903.0,14257.0,4,1,41
17015,1,2595.0,20557.0,6,1,25
7521,0,1344.0,16606.0,10,1,23
16915,0,1546.0,16639.0,6,1,37
26065,0,3225.0,21377.0,2,1,35
29131,1,2139.0,18411.0,1,1,50
12777,1,1968.0,17883.0,8,1,38
12204,0,2882.5,20843.5,5,2,40
19065,1,444.0,12798.0,5,1,42
14332,0,974.0,14782.0,7,1,30
21345,0,876.0,14201.0,4,1,29
29119,0,1740.0,16901.0,1,1,50
11120,0,2318.0,20371.0,7,2,40
8016,1,1703.0,17941.0,10,1,39
4489,1,1406.0,18362.0,12,1,28
14745,0,1876.0,17249.0,7,1,43
9438,1,1272.0,16624.0,9,1,50
18803,1,3497.0,23279.0,5,1,44
27244,1,2018.0,17362.0,2,1,29
29561,1,473.0,13389.0,1,1,35
28856,1,2411.0,19914.0,1,1,50
18334,0,1964.0,16239.0,5,1,32
10262,0,1527.0,17397.0,9,1,28
13048,1,75.25,11324.5,4,4,49
3292,1,276.0,13090.0,13,1,39
17576,1,2032.0,16374.0,5,1,47
19984,0,753.0,13685.0,5,1,33
26616,1,2273.0,17973.0,2,1,37
20312,0,1085.0,14642.0,4,1,25
3937,0,1139.0,17442.0,13,1,32
12942,1,736.0,14103.0,7,2,43
19305,1,3374.0,20434.5,4,2,48
17602,0,1778.0,15817.0,5,1,36
17336,1,460.0,13757.0,6,1,37
12398,1,290.5,12697.5,7,2,61
1788,0,2408.0,17254.0,4,1,29
7054,0,728.0,14965.0,11,1,25
28145,0,2121.0,17593.0,2,1,56
14470,0,1989.0,17568.0,7,1,50
11206,1,115.0,11682.0,8,1,35
7591,0,674.0,14302.0,10,1,30
18784,1,1920.0,16121.0,5,1,36
16191,0,1754.0,17147.0,6,1,36
29971,1,341.0,13025.0,1,1,35
1651,0,3179.0,19219.0,4,1,51
8204,1,757.0,14539.0,10,1,26
30233,1,158.0,12232.0,1,1,35
19369,1,819.0,13815.0,5,1,38
1203,0,2942.8,21397.0,1,5,57
26463,1,178.0,12523.0,2,1,30
12175,0,2398.0,20224.0,8,1,52
20118,1,1577.0,15578.0,4,1,47
12570,1,2564.0,19423.0,2,2,54
11039,1,898.0,15510.0,9,1,41
3473,1,746.0,15265.0,13,1,46
12601,0,2005.33333333,18159.3333333,6,3,50
4466,1,88.0,11913.0,12,1,45
20738,1,3871.0,23326.0,4,1,50
1792,0,1646.0,16543.0,1,1,30
21136,0,3066.0,18904.0,4,1,44
12391,1,1694.0,17047.0,8,1,36
14083,1,1262.0,15536.0,7,1,51
29315,0,1913.0,17487.0,1,1,35
28855,0,2091.0,18118.0,1,1,25
6401,1,82.0,11561.0,11,1,53
17898,0,2333.0,17034.0,5,1,27
11260,1,2416.0,20371.0,8,1,22
3579,1,635.0,14681.0,13,1,32
27912,1,2159.0,17707.0,2,1,26
5292,0,771.0,15275.0,12,1,21
